Sr no,FILM NAME,Starcast,YOR,Language,LOT,GRADING,"FULL
MOVIE",SCENE,SONG,Ultra Bollywood,Ultra Movie Parlour,Bollywood Premium,Film City HD,Ultra Filmy,Bollywood 70s 80s,2000 Ki Filmein,Filmy Deewane,Ultra Classic,Indian cinema,Ultra Action Hits,Hindi Dubbed Movies,Ultra Movie Hub,90's Bollywood,Free TV ,South Ke Khiladi,South Hindi Dubbed,Movies with Subtitle,Hindi Thriller Movies,Playmovies,Hindi Movieplex,The Kapoors,Ladies Special,Filmy Duniya,Haste Raho,Bolly Shorts,Hansi Mazaak,Bollywood Dil se,Comedy Super Kings,Ultra Movie World,Ultra Cinema,Ajay Akshay Sunny,Dharam Paaji,Zabardast Action,Bollywood clips,Mahaguru Mithun,Sunny Deol Hits,Dumdaar Villains,Govinda No 1,90s Ke Hero,The Khans,Amitabh Special,Movie Climax,King Kader Khan,90s Ki Heroine,Bhakti Mein Shakti,Ultra Sports,Gaane Naye Purane,SuperHit Gaane,Dard Bhare Songs,Gaane Ke Jukebox,Romantic Gaane,90s Filmy Gaane,Gaane 70s 80s,Rafi Ke Gaane,Ultra Bollywood Songs,Kishore Kumar Songs,Lataji Ke Gaane,Old Hindi Songs,Facebook
942,GUNAHON KA FAISLA,"SHATRUGHAN SINHA, CHUNKY PANDEY, DIMPLE KAPADIA, PRAN, DANNY DENZONGPA, PREM CHOPRA, GULSHAN GROVER, RANJEET",1988,Hindi,PAHLAJ NIHALANI,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
943,HAATHKADI,"SANJEEV KUMAR, SHATRUGHAN SINHA, REENA ROY, RAKESH ROSHAN, RANJEETA KAUR, PREM CHOPRA, JEEVAN, KESHTO MUKHERJEE",1982,Hindi,PAHLAJ NIHALANI,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
944,ILZAAM,"GOVINDA, NEELAM, SHATRUGHAN SINHA, ANITA RAJ, SHASHI KAPOOR, RAJ KIRAN, PREM CHOPRA,",1986,Hindi,PAHLAJ NIHALANI,A+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,YES,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
945,MITTI AUR SONA,"CHUNKEY PANDE, NEELAM, VINOD MEHRA , SONAM, GULSHAN GROVER, PRAN, PREM CHOPRA, ARUNA IRANI .",1989,Hindi,PAHLAJ NIHALANI,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
946,MR AZAAD,"ANIL KAPOOR, SHALU JUNEJA, ISHRAT ALI, SHAKTI KAPOOR, KADER KHAN, JOHNY LEVER, RAZA MURAD.",1994,Hindi,PAHLAJ NIHALANI,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
947,MUMBAI SE AAYA MERA DOST,"ABHISHEK BACHCHAN, LARA DUTTA, CHUNKY PANDEY, ADITYA LAKHIA, YASHPAL SHARMA, RAAGESHWARI,",2003,Hindi,PAHLAJ NIHALANI,A,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
948,PAAP KI DUNIYA,"SUNNY DEOL, NEELAM, CHUNKY PANDEY, PRAN, DANNY DENZONGPA, SHAKTI KAPOOR, SHAKTI KAPOOR",1988,Hindi,PAHLAJ NIHALANI,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,YES,,,,,YES,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
949,SHOLA AUR SHABNAM,"GOVINDA, DIVYA BHARTI, MOHNISH BAHL, ANUPAM KHER, GULSHAN GROVER",1992,Hindi,PAHLAJ NIHALANI,A+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,YES,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
950,INTAQUAM,"ASHOK KUMAR, SADHANA, SANJAY KHAN, RAJENDRA NATH",1969,Hindi,R.K. NAYYAR,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
951,PATI PARMESHWAR,"AMALA, DIMPLE KAPADIA, ALOK NATH, SHEKHAR SUMAN",1989,Hindi,R.K. NAYYAR,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
952,YEH ZINDAGI KITNI HASEEN HAI,"JOY MUKHERJEE, SAIRA BANU, ASHOK KUMAR",1966,Hindi,R.K. NAYYAR,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
953,QATL,"SANJEEV KUMAR, SARIKA, RANJEETA KAUR, SHATRUGHAN SINHA, ASHOK KUMAR",1986,Hindi,R.K. NAYYAR,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
954,PAAPI,"SUNIL DUTT, SANJEEV KUMAR, ZEENAT AMAN, REENA ROY, PREM CHOPRA, PADMA KHANNA, TUN TUN",1977,Hindi,RALHAN PROD,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
955,BANDHE HAATH,"AMITABH BACHCHAN, MUMTAZ, AJIT, O.P. RALHAN, KUMUD CHUGGANI, MADAN PURI, TUN TUN.",1973,Hindi,RALHAN PROD,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,YES,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
956,GEHRA DAAG,"RAJENDRA KUMAR, MALA SINHA, MUMTAZ, RATNAMALA, USHA KIRAN, LALITA PAWAR, MADAN PURI, TUN TUN",1963,Hindi,RALHAN PROD,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
957,HULCHUL,"O.P. RALHAN, ZEENAT AMAN, AMRISH PURI, SONIA SAHNI, PREM CHOPRA, KABIR BEDI, HELEN, MADAN PURI.",1971,Hindi,RALHAN PROD,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
958,PHOOL AUR PATTHAR,"DHARMENDRA, MEENA KUMARI, O.P. RALHAN, SHASHIKALA, JEEVAN, MADAN PURI.",1966,Hindi,RALHAN PROD,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,YES,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
959,TALASH,"RAJENDRA KUMAR, SHARMILA TAGORE, O.P. RALHAN, BALRAJ SAHNI, HELEN, JEEVAN, MADAN PURI.",1969,Hindi,RALHAN PROD,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
960,BANARASI BABU,"GOVINDA, RAMYA, KADER KHAN, BINDU, SHAKTI KAPOOR",1997,Hindi,SAPNA ARTS,A+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,YES,YES,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
961,MR. BECHARA,"ANIL KAPOOR, SRIDEVI, HEERA RAJGOPAL, NAGARJUNA, ANUPAM KHER, AVTAR GILL, MAHAVIR SHAH, SHAMMI, SHAKTI KAPOOR, TIKU TALSANIA, PALLAVI, POONAM, KISHORI, YASMIN, DAMINI",1996,Hindi,SAPNA ARTS,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
962,RAJA BABU,"GOVINDA, KARISMA KAPOOR, ARUNA IRANI, KADER KHAN.",1994,Hindi,SAPNA ARTS,A+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,YES,YES,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
963,YAAD RAKHEGI DUNIYA,"ADITYA PANCHOLI, RUKHSAR, TINU ANAND.",1992,Hindi,SAPNA ARTS,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
964,AADHI RAAT KE BAAD,"ASHOK KUMAR, RAGHINI, SAILESH KUMAR, AGHA, SAJJAN",1965,HINDI,SELECT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
965,ADHIKAAR,"KISHORE KUMAR, USHA KIRAN, NEELU, RADHAKRISHAN",1954,HINDI,SELECT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
966,AMBER,"RAJ KAPOOR, NARGIS, AGHA, SAMSON, BABY TANUJA",1952,HINDI,SELECT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
967,CHAKKAR PE CHAKKAR,"SHASHI KAPOOR, REKHA, PRAN, MADAN PURI, AMJAD KHAN.",1977,HINDI,SELECT,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
968,JOSH,"VIDYA SINHA, DEVEN VERMA, RAJ KIRAN, SHEETAL",1981,HINDI,SELECT,C,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
969,KAN KAN MEIN BHAGWAN,"ANITA GUHA, RAM SINGH, KRISHNA KUMARI, RAJA NENE, MAHIPAL, RATNA MALA",1963,HINDI,SELECT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
970,MAHAL,"DEV ANAND, ASHA PAREKH, DAVID, SUDHIR, FARIDA JALAL",1969,HINDI,SELECT,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
971,NANHI KALIYAN,"CHANDRIMA BHADURI, RUMA BHADURI, BRAHMACHARI, RANDEEP CHOPRA, SANDEEP CHOPRA, RATAN GAURANG",1971,HINDI,SELECT,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
972,PAISA YA PYAAR,"BISWAJEET, MALA SINHA, ASHOK KUMAR, TANUJA",1969,HINDI,SELECT,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
973,PAISE KI GUDIYA,"NAVIN NISCHOL, SAIRA BANU, ASHOK KUMAR, PADMA KHANNA",1974,HINDI,SELECT,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
974,PARVARISH,"RAJ KAPOOR, MALA SINHA, MEHMOOD, LALITA PAWAR",1958,HINDI,SELECT,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
975,PEHLI JHALAK,"KISHORE KUMAR, VYJAYANTIMALA, PRAN, OM PRAKASH",1955,HINDI,SELECT,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
976,PURNIMA,"DHARMENDRA, MEENA KUMARI, ANITA GUHA, MEHMOOD",1965,HINDI,SELECT,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,YES,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
977,SHAIR,"DEV ANAND, SURAIYA, AGHA, SHYAMA, SULOCHANA",1949,HINDI,SELECT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
978,SHREEMAN SATYAVADI,"RAJ KAPOOR, SHAKEELA, NAZIR HUSSIAN, MEHMOOD",1960,HINDI,SELECT,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
979,SUNEHRE DIN,"RAJ KAPOOR, REHANA, NIGAR SULTANA, KAMAL KANT",1949,HINDI,SELECT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
980,TERE BINA KYA JEENA,"RAJ KIRAN, MOON MOON SEN, SATISH SHAH, SHEKHAR SUMAN",1989,HINDI,SELECT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
981,JAANI DOST,"DHARMENDRA, JEETENDRA, PARVIN BABI, SRIDEVI, AMJAD KHAN",1983,HINDI,SELECT,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,YES,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
982,SAJANA SAATH NIBHANA,"Dharmenda, Nutan",1986,HINDI,SELECT,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
983,ARADHANA,"Rajesh Khanna, Sharmila Tagore, Sujit Kumar, Farida Jalal, Abhi Bhattacharya",1969,HINDI,SHAKTI SAMANTA,A+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
984,KASHMIR KI KALI,"Shammi Kapoor, Sharmila Tagore, Pran, Dhumal",1964,HINDI,SHAKTI SAMANTA,A+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
985,AN EVENING IN PARIS,"Shammi Kapoor, Sharmila Tagore.",1967,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
986,AMAR PREM,"Rajesh Khanna, Sharmila Tagore, Vinod Mehra, Abhi Bhattacharya, Madan Puri.",1972,HINDI,SHAKTI SAMANTA,A+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
987,KATI PATANG,"Rajesh Khanna, Asha Parekh, Prem Chopra, Bindu, Nazir Hussain",1971,HINDI,SHAKTI SAMANTA,A+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
988,AJANABEE,"Rajesh Khanna, Zeenat Aman, Yogeeta Bali, Prem Chopra, Asrani, Madan Puri.",1974,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
989,ANURODH,"Rajesh Khanna, Simple Kapadia,Vinod Mehra, Ashok Kumar, Nirupa Roy",1977,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
990,CHINA TOWN (B&W),"Shammi Kapoor, Shakila, Helen, Madan Puri, Keshto Mukherjee",1962,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
991,HOWRAH BRIDGE (B&W),"Madhubala, Ashok Kumar,K. N. Singh, Om Prakash, Madan Puri, Dhumal, Mehmood, Helen",1958,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
992,AMANUSH,"Uttamkumar , Sharmila Tagore, Prema Narayan, Anil Chatterjee, Utpaldutt ,Abhi Bhattacharya",1975,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
993,AAMNE SAMNE,"Mithun Chakraborty, Bindiya Goswami, Aarti Gupta, Leela Mishra, Tarun Ghosh, Aarti Geeta, Kamal Kapoor",1982,HINDI,SHAKTI SAMANTA,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
994,ANAND ASHRAM,"Rakesh Roshan, Moushumi Chatterjee Uttam Kumar, Sharmila Tagore, Ashok Kumar, Utpal Dutt.",1977,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
995,ANURAAG,"Vinod Mehra, Moushmi Chatterjee, Ashok Kumar, Nutan.",1972,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
996,BALIKA BADHU,"Sachin, Rajni Sharma, Asrani, A. K. Hangal, Prema Narayan, Om Shivpuri",1976,HINDI,SHAKTI SAMANTA,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
997,BARSAAT KI EK RAAT,"Amitabh Bachchan, Raakhee, Amjad Khan, Utpaldutt , Sujit Kumar, Prema Narayan",1981,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,YES,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
998,AHANKAAR,"Mithun Chakraborty, Mamata Kulkarni, Prem Chopra",1995,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
999,AAKHRI BAAZI,"Govinda, Mandakini, Shatrughan Sinha, Sonam, Moushumi Chatterjee, Kunal Goswami",1989,HINDI,SHAKTI SAMANTA,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,YES,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1000,AAR PAAR(Mithun),"Mithun Chakraborty, Mandakini, Rozina, Ranjeet, Sadashiv Amrapurkar, Utpaldutt, Rajesh Khanna",1985,HINDI,SHAKTI SAMANTA,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1001,AWAAZ,"Rajesh Khanna, Jaya Prada, Rakesh Roshan, Amrishpuri, Suresh Oberoi, Madan Puri,Prem Chopra.",1984,HINDI,SHAKTI SAMANTA,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
